"Gene","Cerebrum","Cerebellum","Brainstem","Spinal cord","Kidney","Liver","Heart","Skeletal muscle","Adipose","Small intestine","Large intestine","Stomach","Placenta","Testis"
"Cox5b",7943282347.24282,3981071705.53497,12589254117.9417,3981071705.53497,15848931924.6111,1e+10,7943282347.24282,1995262314.96888,6309573444.80194,12589254117.9417,12589254117.9417,1e+10,1e+10,15848931924.6111
"Acadsb",398107170.553497,251188643.150958,398107170.553497,630957344.480194,3162277660.16838,1995262314.96888,1e+09,630957344.480194,6309573444.80194,316227766.016838,316227766.016838,19952623149.6888,3162277660.16838,1995262314.96888
"Abcb10",9976311.57484439,19952623.1496888,9976311.57484439,25118864.3150958,9976311.57484439,1e+08,63095734.4480193,1e+08,251188643.150958,316227766.016838,158489319.246111,199526231.496888,316227766.016838,125892541.179417
"Bcs1l",199526231.496888,63095734.4480193,1e+08,316227766.016838,31547867.2240096,125892541.179417,63095734.4480193,63095734.4480193,316227766.016838,63095734.4480193,158489319.246111,125892541.179417,199526231.496888,125892541.179417
"Hsdl2",63095734.4480193,7943282.34724282,199526231.496888,398107170.553497,251188643.150958,501187233.627271,2511886431.50958,501187233.627271,3981071705.53497,251188643.150958,316227766.016838,630957344.480194,50118723.3627272,398107170.553497
"Cmc1",158489319.246111,79432823.4724282,398107170.553497,79432823.4724282,398107170.553497,1e+08,31547867.2240096,31547867.2240096,125892541.179417,158489319.246111,199526231.496888,125892541.179417,251188643.150958,63095734.4480193
"Me3",3981071705.53497,1995262314.96888,1584893192.46111,1995262314.96888,794328234.724282,62946270.5897083,2511886431.50958,3162277660.16838,125892541.179417,3981071705.53497,501187233.627271,1584893192.46111,199526231.496888,158489319.246111
"Hspd1",50118723362.7271,19952623149.6888,63095734448.0194,63095734448.0194,199526231496.888,125892541179.417,50118723362.7271,39810717055.3497,79432823472.4282,79432823472.4282,1e+11,50118723362.7271,158489319246.111,79432823472.4282
"Lyrm7",50118723.3627272,50118723.3627272,158489319.246111,31622776.6016838,997631.157484439,19952623.1496888,25118864.3150958,6309573.44480193,19952623.1496888,15848931.9246111,12589254.1179417,1995262.31496888,31622776.6016838,79432823.4724282
"Tsfm",158489319.246111,50118723.3627272,158489319.246111,398107170.553497,12559432.1575479,125892541.179417,199526231.496888,25118864.3150958,501187233.627271,398107170.553497,1258925411.79417,251188643.150958,1258925411.79417,794328234.724282
"Ethe1",1258925411.79417,1e+09,2511886431.50958,1258925411.79417,3981071705.53497,3981071705.53497,398107170.553497,1e+08,251188643.150958,1584893192.46111,19952623149.6888,1258925411.79417,2511886431.50958,5e+07
"Aldh4a1",1584893192.46111,501187233.627271,1584893192.46111,1995262314.96888,63095734448.0194,50118723362.7271,6309573444.80194,3981071705.53497,1e+10,5011872336.27271,1995262314.96888,5011872336.27271,1e+10,3981071705.53497
"Vdac2",19952623149.6888,6309573444.80194,19952623149.6888,1e+10,1e+10,1995262314.96888,12589254117.9417,2511886431.50958,1e+10,25118864315.0958,15848931924.6111,7943282347.24282,19952623149.6888,19952623149.6888
"Coa6",158489319.246111,15848931.9246111,3971641.17362141,7943282.34724282,3971641.17362141,1e+08,3971641.17362141,3971641.17362141,1e+07,39810717.0553497,1e+07,3971641.17362141,50118723.3627272,125892541.179417
"Coq4",1e+08,125892541.179417,12589254.1179417,1581138.83008419,199526231.496888,63095734.4480193,1581138.83008419,3162277.66016838,251188643.150958,79432823.4724282,794328234.724282,79432823.4724282,63095734.4480193,1581138.83008419
"Ivd",1e+09,501187233.627271,1584893192.46111,1584893192.46111,25118864315.0958,15848931924.6111,7943282347.24282,2511886431.50958,15848931924.6111,2511886431.50958,2511886431.50958,15848931924.6111,5011872336.27271,1e+10
"Acadvl",1584893192.46111,794328234.724282,2511886431.50958,2511886431.50958,39810717055.3497,39810717055.3497,63095734448.0194,39810717055.3497,31622776601.6838,19952623149.6888,31622776601.6838,25118864315.0958,6309573444.80194,7943282347.24282
"Slc25a1",794328234.724282,251188643.150958,1258925411.79417,3162277660.16838,1258925411.79417,3162277660.16838,125594321.575479,125594321.575479,25118864315.0958,3981071705.53497,1995262314.96888,501187233.627271,5011872336.27271,6309573444.80194
"Slc25a42",1e+08,39810717.0553497,39810717.0553497,199526231.496888,1258925411.79417,1e+09,630957344.480194,31622776.6016838,158489319.246111,39810717.0553497,79432823.4724282,39810717.0553497,79432823.4724282,158489319.246111
"Abcb8",630957344.480194,199526231.496888,501187233.627271,501187233.627271,1e+09,158489319.246111,251188643.150958,794328234.724282,501187233.627271,199526231.496888,398107170.553497,501187233.627271,39810717.0553497,630957344.480194
"Ndufs5",2511886431.50958,1258925411.79417,3162277660.16838,1584893192.46111,1995262314.96888,1995262314.96888,2511886431.50958,794328234.724282,1258925411.79417,3162277660.16838,1584893192.46111,1584893192.46111,2511886431.50958,1584893192.46111
"Mrps7",398107170.553497,398107170.553497,316227766.016838,158489319.246111,251188643.150958,398107170.553497,50118723.3627272,15848931.9246111,199526231.496888,316227766.016838,501187233.627271,50118723.3627272,794328234.724282,199526231.496888
"Mccc1",1258925411.79417,794328234.724282,1584893192.46111,1584893192.46111,31622776601.6838,6309573444.80194,1995262314.96888,1995262314.96888,19952623149.6888,501187233.627271,2511886431.50958,7943282347.24282,1e+09,2511886431.50958
"Mrpl49",251188643.150958,199526231.496888,316227766.016838,125892541.179417,1e+09,398107170.553497,1e+08,1e+08,251188643.150958,316227766.016838,1e+09,63095734.4480193,501187233.627271,398107170.553497
"Ndufaf5",3971641.17362141,7943282.34724282,50118723.3627272,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,31622776.6016838,3971641.17362141,3971641.17362141,125892541.179417,1e+07,31622776.6016838,3971641.17362141
"Mrps9",251188643.150958,251188643.150958,199526231.496888,125892541.179417,630957344.480194,79432823.4724282,1e+08,125892541.179417,501187233.627271,630957344.480194,1e+09,251188643.150958,1584893192.46111,125892541.179417
"Ndufb10",15848931924.6111,12589254117.9417,12589254117.9417,6309573444.80194,3981071705.53497,2511886431.50958,12589254117.9417,1584893192.46111,3162277660.16838,2511886431.50958,3981071705.53497,3162277660.16838,3981071705.53497,2511886431.50958
"Dnaja3",1e+08,19952623.1496888,50118723.3627272,199526231.496888,501187233.627271,316227766.016838,251188643.150958,199526231.496888,251188643.150958,316227766.016838,398107170.553497,251188643.150958,501187233.627271,251188643.150958
"Mrpl19",50118723.3627272,25118864.3150958,25118864.3150958,79432823.4724282,12559432.1575479,79432823.4724282,12559432.1575479,12559432.1575479,199526231.496888,316227766.016838,398107170.553497,50118723.3627272,316227766.016838,199526231.496888
"Mipep",25118864.3150958,3154786.72240097,3154786.72240097,7943282.34724282,125892541.179417,1e+08,6309573.44480193,15848931.9246111,199526231.496888,12589254.1179417,50118723.3627272,79432823.4724282,1e+08,1258925411.79417
"Tomm40l",199526231.496888,1e+08,39810717.0553497,1e+08,5e+06,5e+06,5e+06,5e+06,50118723.3627272,5e+06,31622776.6016838,1e+07,5e+06,19952623.1496888
"Adhfe1",9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,1995262314.96888,398107170.553497,63095734.4480193,9976311.57484439,3162277660.16838,9976311.57484439,9976311.57484439,398107170.553497,19952623.1496888,9976311.57484439
"Coq8a",1e+08,63095734.4480193,63095734.4480193,79432823.4724282,1584893192.46111,1584893192.46111,3162277660.16838,3162277660.16838,794328234.724282,50118723.3627272,630957344.480194,398107170.553497,15848931.9246111,50118723.3627272
"Bdh1",3162277660.16838,1258925411.79417,2511886431.50958,5011872336.27271,7943282347.24282,12589254117.9417,2511886431.50958,79432823.4724282,25118864.3150958,12589254117.9417,15848931924.6111,3981071705.53497,630957344.480194,794328234.724282
"Tomm7",398107170.553497,125892541.179417,25059361.6813636,79432823.4724282,63095734.4480193,251188643.150958,25059361.6813636,50118723.3627272,158489319.246111,125892541.179417,25059361.6813636,50118723.3627272,1e+09,630957344.480194
"Hccs",12589254.1179417,6294627.05897083,6294627.05897083,12589254.1179417,6294627.05897083,6294627.05897083,79432823.4724282,6294627.05897083,50118723.3627272,31622776.6016838,50118723.3627272,6294627.05897083,251188643.150958,125892541.179417
"Mrpl16",630957344.480194,316227766.016838,398107170.553497,199526231.496888,316227766.016838,316227766.016838,63095734.4480193,15848931.9246111,199526231.496888,1e+08,398107170.553497,7924465.96230557,630957344.480194,251188643.150958
"Prodh",501187233.627271,316227766.016838,630957344.480194,501187233.627271,6309573444.80194,7943282347.24282,12559432.1575479,25118864.3150958,3162277660.16838,501187233.627271,501187233.627271,199526231.496888,501187233.627271,125892541.179417
"Mrpl30",39810717.0553497,15848931.9246111,19952623.1496888,39810717.0553497,63095734.4480193,1e+08,50118723.3627272,12589254.1179417,1e+08,158489319.246111,501187233.627271,25118864.3150958,316227766.016838,79432823.4724282
"Ndufa10",12589254117.9417,1e+10,19952623149.6888,7943282347.24282,25118864315.0958,3981071705.53497,19952623149.6888,15848931924.6111,12589254117.9417,1e+10,7943282347.24282,7943282347.24282,12589254117.9417,3981071705.53497
"Mars2",125892541.179417,50118723.3627272,125892541.179417,79432823.4724282,12559432.1575479,12559432.1575479,63095734.4480193,158489319.246111,50118723.3627272,31622776.6016838,199526231.496888,25118864.3150958,63095734.4480193,316227766.016838
"Clpp",1584893192.46111,1e+09,1995262314.96888,630957344.480194,794328234.724282,1584893192.46111,251188643.150958,50118723.3627272,1584893192.46111,630957344.480194,794328234.724282,501187233.627271,2511886431.50958,794328234.724282
"Ak3",7943282347.24282,6309573444.80194,7943282347.24282,3981071705.53497,12589254117.9417,19952623149.6888,2511886431.50958,158489319.246111,1e+10,1e+10,6309573444.80194,3162277660.16838,7943282347.24282,3162277660.16838
"Spg7",1e+08,50118723.3627272,79432823.4724282,63095734.4480193,158489319.246111,1e+08,9976311.57484439,39810717.0553497,1e+08,19952623.1496888,794328234.724282,125892541.179417,158489319.246111,398107170.553497
"Sco1",501187233.627271,251188643.150958,501187233.627271,199526231.496888,19905358.5276748,251188643.150958,39810717.0553497,19905358.5276748,63095734.4480193,199526231.496888,794328234.724282,125892541.179417,158489319.246111,158489319.246111
"Atpif1",6309573444.80194,3162277660.16838,7943282347.24282,5011872336.27271,5011872336.27271,630957344.480194,39810717.0553497,1e+07,1e+09,1e+10,15848931924.6111,7943282347.24282,3981071705.53497,6309573444.80194
"Chchd3",7943282347.24282,3162277660.16838,1e+10,3981071705.53497,5011872336.27271,3162277660.16838,5011872336.27271,794328234.724282,2511886431.50958,2511886431.50958,3981071705.53497,3162277660.16838,5011872336.27271,1584893192.46111
"Acad12",158489319.246111,6294627.05897083,6294627.05897083,12589254.1179417,3981071705.53497,316227766.016838,2511886431.50958,316227766.016838,1995262314.96888,501187233.627271,316227766.016838,1e+09,125892541.179417,501187233.627271
"Hibadh",794328234.724282,398107170.553497,1995262314.96888,2511886431.50958,7943282347.24282,6309573444.80194,1584893192.46111,251188643.150958,1e+10,630957344.480194,2511886431.50958,6309573444.80194,3162277660.16838,5011872336.27271
"Gatc",25118864.3150958,39810717.0553497,1581138.83008419,1e+07,50118723.3627272,1581138.83008419,1581138.83008419,1581138.83008419,1581138.83008419,1581138.83008419,3162277.66016838,1581138.83008419,1581138.83008419,15848931.9246111
"Cox8b",125594321.575479,125594321.575479,125594321.575479,125594321.575479,125594321.575479,125594321.575479,125594321.575479,251188643.150958,125594321.575479,125594321.575479,125594321.575479,125594321.575479,125594321.575479,125594321.575479
"Clpb",398107170.553497,79432823.4724282,79432823.4724282,316227766.016838,50118723.3627272,50118723.3627272,792446.596230557,158489319.246111,199526231.496888,1584893.19246111,50118723.3627272,125892541.179417,199526231.496888,2511886431.50958
"Tmem126a",1584893192.46111,1258925411.79417,1584893192.46111,630957344.480194,1995262314.96888,794328234.724282,251188643.150958,398107170.553497,630957344.480194,398107170.553497,1e+09,316227766.016838,794328234.724282,398107170.553497
"Aldh6a1",1995262314.96888,1e+09,3981071705.53497,794328234.724282,1e+11,31622776601.6838,7943282347.24282,5011872336.27271,79432823472.4282,5011872336.27271,794328234.724282,39810717055.3497,5011872336.27271,7943282347.24282
"Mrps18c",39810717.0553497,125892541.179417,15848931.9246111,1584893192.46111,3971641.17362141,630957344.480194,398107170.553497,7943282.34724282,39810717.0553497,1e+08,1e+08,1e+07,630957344.480194,79432823.4724282
"Pdk1",251188643.150958,25118864.3150958,12589254.1179417,125892541.179417,125892541.179417,125892541.179417,398107170.553497,50118723.3627272,630957344.480194,199526231.496888,251188643.150958,79432823.4724282,39810717.0553497,398107170.553497
"Ppif",1584893192.46111,1258925411.79417,3981071705.53497,1584893192.46111,5011872336.27271,1584893192.46111,7943282347.24282,316227766.016838,501187233.627271,1258925411.79417,5011872336.27271,1584893192.46111,2511886431.50958,251188643.150958
"Lyrm4",794328234.724282,398107170.553497,794328234.724282,501187233.627271,1995262314.96888,630957344.480194,79432823.4724282,50118723.3627272,501187233.627271,398107170.553497,398107170.553497,316227766.016838,630957344.480194,794328234.724282
"Ech1",251188643.150958,31622776.6016838,158489319.246111,158489319.246111,3162277660.16838,5011872336.27271,15848931924.6111,25118864.3150958,6309573444.80194,1995262314.96888,2511886431.50958,794328234.724282,3162277660.16838,1584893192.46111
"Acaa2",1258925411.79417,501187233.627271,1258925411.79417,1584893192.46111,25118864315.0958,158489319246.111,1e+11,5011872336.27271,15848931924.6111,39810717055.3497,15848931924.6111,15848931924.6111,15848931924.6111,15848931924.6111
"Ndufa7",3162277660.16838,1584893192.46111,3981071705.53497,3162277660.16838,3162277660.16838,1995262314.96888,2511886431.50958,630957344.480194,1584893192.46111,2511886431.50958,2511886431.50958,3162277660.16838,3162277660.16838,1584893192.46111
"Mrpl35",19905358.5276748,19905358.5276748,19905358.5276748,19905358.5276748,19905358.5276748,19905358.5276748,19905358.5276748,19905358.5276748,19905358.5276748,19905358.5276748,39810717.0553497,19905358.5276748,19905358.5276748,79432823.4724282
"Pccb",1584893192.46111,630957344.480194,1e+09,630957344.480194,1e+10,5011872336.27271,3981071705.53497,2511886431.50958,15848931924.6111,2511886431.50958,3162277660.16838,1e+10,2511886431.50958,3981071705.53497
"Mrpl20",199526231.496888,1e+08,1e+08,50118723.3627272,7924465.96230557,199526231.496888,39810717.0553497,15848931.9246111,199526231.496888,251188643.150958,630957344.480194,50118723.3627272,398107170.553497,316227766.016838
"Timm17a",31622776.6016838,15848931.9246111,12589254.1179417,25118864.3150958,199526231.496888,39810717.0553497,50118723.3627272,25118864.3150958,125892541.179417,25118864.3150958,125892541.179417,39810717.0553497,316227766.016838,125892541.179417
"Timm22",630957344.480194,398107170.553497,398107170.553497,316227766.016838,158489319.246111,1e+08,19952623.1496888,6309573.44480193,158489319.246111,79432823.4724282,316227766.016838,63095734.4480193,125892541.179417,1e+08
"Mrpl54",31622776.6016838,19952623.1496888,25118864.3150958,12589254.1179417,125892541.179417,1e+08,2505936.16813636,5011872.33627272,50118723.3627272,79432823.4724282,199526231.496888,1e+07,158489319.246111,79432823.4724282
"Tomm22",5011872336.27271,3162277660.16838,2511886431.50958,794328234.724282,3162277660.16838,199526231.496888,1258925411.79417,251188643.150958,1584893192.46111,199526231.496888,2511886431.50958,398107170.553497,1584893192.46111,2511886431.50958
"Crat",794328234.724282,398107170.553497,794328234.724282,501187233.627271,5011872336.27271,501187233.627271,12589254117.9417,1e+10,1e+10,1258925411.79417,1e+09,1584893192.46111,630957344.480194,1e+10
"Mrps5",12589254.1179417,3971641.17362141,3971641.17362141,3971641.17362141,199526231.496888,125892541.179417,316227766.016838,7943282.34724282,1e+08,199526231.496888,398107170.553497,125892541.179417,316227766.016838,50118723.3627272
"Dhtkd1",7943282.34724282,3971641.17362141,3971641.17362141,3971641.17362141,1995262314.96888,1258925411.79417,3971641.17362141,3971641.17362141,1e+09,3971641.17362141,3971641.17362141,3971641.17362141,158489319.246111,501187233.627271
"Tmem70",125892541.179417,50118723.3627272,199526231.496888,39810717.0553497,15811388.3008419,39810717.0553497,39810717.0553497,39810717.0553497,1e+08,63095734.4480193,1e+08,39810717.0553497,31622776.6016838,50118723.3627272
"Alkbh7",5e+06,19952623.1496888,1e+07,5e+06,5e+06,5e+06,5e+06,5e+06,5e+06,5e+06,25118864.3150958,5e+06,5e+06,39810717.0553497
"Mrps22",251188643.150958,199526231.496888,501187233.627271,19952623.1496888,794328234.724282,39810717.0553497,125892541.179417,199526231.496888,501187233.627271,630957344.480194,1258925411.79417,1e+08,1584893192.46111,316227766.016838
"Uqcrb",12589254117.9417,7943282347.24282,19952623149.6888,3981071705.53497,25118864315.0958,12589254117.9417,7943282347.24282,3162277660.16838,7943282347.24282,15848931924.6111,12589254117.9417,7943282347.24282,6309573444.80194,7943282347.24282
"Cox7c",5011872336.27271,2511886431.50958,2511886431.50958,316227766.016838,794328234.724282,1258925411.79417,316227766.016838,316227766.016838,1e+09,3162277660.16838,19952623.1496888,1995262314.96888,1258925411.79417,1995262314.96888
"Ndufaf1",5e+06,15848931.9246111,31622776.6016838,1e+08,5e+06,5e+06,25118864.3150958,5e+06,316227766.016838,1e+07,251188643.150958,1e+07,1e+08,125892541.179417
"Acad8",1e+08,25118864.3150958,158489319.246111,39810717.0553497,5011872336.27271,1258925411.79417,1e+08,630957344.480194,1584893192.46111,251188643.150958,1258925411.79417,1995262314.96888,1258925411.79417,1995262314.96888
"Wars2",39810717.0553497,31622776.6016838,63095734.4480193,7924465.96230557,125892541.179417,7924465.96230557,7924465.96230557,15848931.9246111,31622776.6016838,7924465.96230557,199526231.496888,7924465.96230557,63095734.4480193,63095734.4480193
"Mrps34",1e+09,794328234.724282,1258925411.79417,398107170.553497,501187233.627271,316227766.016838,125892541.179417,5011872.33627272,251188643.150958,316227766.016838,501187233.627271,79432823.4724282,1258925411.79417,316227766.016838
"Ndufv3",199526231.496888,1e+08,398107170.553497,630957344.480194,1584893192.46111,199526231.496888,1e+07,25118864.3150958,1584893192.46111,501187233.627271,630957344.480194,501187233.627271,125892541.179417,316227766.016838
"Ndufb2",1584893192.46111,630957344.480194,1584893192.46111,398107170.553497,1995262314.96888,630957344.480194,794328234.724282,251188643.150958,501187233.627271,501187233.627271,1258925411.79417,794328234.724282,398107170.553497,398107170.553497
"Slc25a12",79432823472.4282,39810717055.3497,79432823472.4282,39810717055.3497,31622776601.6838,7943282347.24282,19952623149.6888,79432823472.4282,3162277660.16838,3981071705.53497,7943282347.24282,7943282347.24282,12589254117.9417,2511886431.50958
"Slc25a5",1e+11,79432823472.4282,158489319246.111,125892541179.417,158489319246.111,50118723362.7271,158489319246.111,50118723362.7271,79432823472.4282,199526231496.888,125892541179.417,125892541179.417,1e+11,50118723362.7271
"Mrps21",158489319.246111,158489319.246111,199526231.496888,50118723.3627272,251188643.150958,158489319.246111,15848931.9246111,1e+07,1e+08,316227766.016838,501187233.627271,63095734.4480193,199526231.496888,1e+08
"Msrb2",316227766.016838,199526231.496888,501187233.627271,199526231.496888,316227766.016838,39810717.0553497,1e+08,50118723.3627272,199526231.496888,19905358.5276748,1e+08,79432823.4724282,79432823.4724282,50118723.3627272
"Glrx5",398107170.553497,316227766.016838,501187233.627271,398107170.553497,1584893192.46111,1584893192.46111,158489319.246111,1e+08,1258925411.79417,1e+09,1e+09,630957344.480194,1584893192.46111,794328234.724282
"Coq10b",19952623.1496888,1e+07,39810717.0553497,3162277.66016838,1581138.83008419,15848931.9246111,125892541.179417,79432823.4724282,50118723.3627272,1581138.83008419,1e+07,19952623.1496888,6309573.44480193,1581138.83008419
"Slc25a30",15848931.9246111,19952623.1496888,6294627.05897083,6294627.05897083,6294627.05897083,12589254.1179417,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,31622776.6016838,501187233.627271
"Slc25a13",1e+10,3981071705.53497,1e+10,7943282347.24282,39810717055.3497,50118723362.7271,12589254117.9417,1e+10,794328234.724282,1995262314.96888,6309573444.80194,3981071705.53497,7943282347.24282,5011872336.27271
"Slc25a10",199526231.496888,1e+08,316227766.016838,794328234.724282,7943282347.24282,7943282347.24282,5e+07,5e+07,1e+10,3981071705.53497,3162277660.16838,316227766.016838,3162277660.16838,1584893192.46111
"Cox7a1",50118723.3627272,7924465.96230557,1e+08,19952623.1496888,158489319.246111,25118864.3150958,1e+09,1e+09,158489319.246111,1258925411.79417,15848931.9246111,1584893192.46111,31622776.6016838,199526231.496888
"Slc25a19",12559432.1575479,25118864.3150958,12559432.1575479,39810717.0553497,12559432.1575479,12559432.1575479,12559432.1575479,12559432.1575479,158489319.246111,12559432.1575479,12559432.1575479,12559432.1575479,12559432.1575479,1e+08
"Smdt1",501187233.627271,125892541.179417,39810717.0553497,7943282.34724282,19952623.1496888,3971641.17362141,3971641.17362141,3971641.17362141,15848931.9246111,398107170.553497,63095734.4480193,31622776.6016838,79432823.4724282,1e+07
"Mrpl22",630957344.480194,251188643.150958,630957344.480194,158489319.246111,794328234.724282,316227766.016838,158489319.246111,1e+08,398107170.553497,398107170.553497,1584893192.46111,158489319.246111,630957344.480194,199526231.496888
"Mrps10",316227766.016838,158489319.246111,251188643.150958,125892541.179417,251188643.150958,199526231.496888,79432823.4724282,63095734.4480193,398107170.553497,316227766.016838,1e+09,39810717.0553497,251188643.150958,125892541.179417
"Afg3l1",316227766.016838,501187233.627271,501187233.627271,316227766.016838,1584893192.46111,501187233.627271,158489319.246111,125892541.179417,630957344.480194,501187233.627271,630957344.480194,251188643.150958,501187233.627271,398107170.553497
"Fdxr",15811388.3008419,15811388.3008419,15811388.3008419,31622776.6016838,79432823.4724282,316227766.016838,15811388.3008419,15811388.3008419,251188643.150958,398107170.553497,398107170.553497,316227766.016838,1995262314.96888,5011872336.27271
"Slirp",630957344.480194,199526231.496888,251188643.150958,501187233.627271,1584893192.46111,1584893192.46111,316227766.016838,125892541.179417,794328234.724282,1258925411.79417,1995262314.96888,794328234.724282,1584893192.46111,501187233.627271
"Poldip2",125892541.179417,158489319.246111,316227766.016838,39810717.0553497,794328234.724282,316227766.016838,50118723.3627272,158489319.246111,1e+09,125892541.179417,398107170.553497,125892541.179417,1995262314.96888,1e+09
"Acsf3",398107170.553497,158489319.246111,316227766.016838,630957344.480194,1995262314.96888,398107170.553497,251188643.150958,1e+08,1584893192.46111,794328234.724282,1258925411.79417,1e+09,316227766.016838,50118723.3627272
"Oxa1l",31622776.6016838,7924465.96230557,50118723.3627272,15848931.9246111,1e+08,7924465.96230557,50118723.3627272,7924465.96230557,199526231.496888,79432823.4724282,1e+08,7924465.96230557,199526231.496888,39810717.0553497
"Idh2",1584893192.46111,501187233.627271,1258925411.79417,1258925411.79417,50118723362.7271,1e+10,125892541179.417,6309573444.80194,1e+10,25118864315.0958,7943282347.24282,25118864315.0958,25118864315.0958,2511886431.50958
"Atp5l",15848931924.6111,1e+10,12589254117.9417,1e+10,79432823472.4282,12589254117.9417,1e+10,1584893192.46111,6309573444.80194,12589254117.9417,15848931924.6111,1e+10,7943282347.24282,5011872336.27271
"Bola1",12589254.1179417,1581138.83008419,39810717.0553497,39810717.0553497,79432823.4724282,199526231.496888,3162277.66016838,3981071.70553497,199526231.496888,50118723.3627272,50118723.3627272,25118864.3150958,1e+08,1e+08
"Fahd2a",1258925411.79417,501187233.627271,1e+09,1258925411.79417,2511886431.50958,316227766.016838,630957344.480194,50118723.3627272,2511886431.50958,251188643.150958,501187233.627271,316227766.016838,63095734.4480193,3981071705.53497
"Etfrf1",7943282.34724282,3971641.17362141,39810717.0553497,1e+07,158489319.246111,316227766.016838,158489319.246111,3971641.17362141,630957344.480194,63095734.4480193,39810717.0553497,79432823.4724282,63095734.4480193,3971641.17362141
"Ndufc2",7943282347.24282,6309573444.80194,1e+10,3981071705.53497,12589254117.9417,5011872336.27271,3162277660.16838,1584893192.46111,3981071705.53497,6309573444.80194,6309573444.80194,5011872336.27271,3162277660.16838,1995262314.96888
"Ndufa8",19952623149.6888,7943282347.24282,25118864315.0958,6309573444.80194,15848931924.6111,7943282347.24282,12589254117.9417,2511886431.50958,5011872336.27271,1e+10,7943282347.24282,6309573444.80194,6309573444.80194,2511886431.50958
"Mthfd1l",5011872336.27271,5011872336.27271,5011872336.27271,501187233.627271,12589254.1179417,3981071.70553497,1990535.85276748,1990535.85276748,1258925411.79417,251188643.150958,3981071705.53497,316227766.016838,5011872336.27271,6309573444.80194
"Pdk3",501187233.627271,199526231.496888,316227766.016838,630957344.480194,316227766.016838,2505936.16813636,2505936.16813636,5011872.33627272,199526231.496888,1e+09,630957344.480194,316227766.016838,251188643.150958,1995262314.96888
"Cox14",199526231.496888,25118864.3150958,39810717.0553497,1258925.41179417,199526231.496888,629462.705897083,31622776.6016838,629462.705897083,629462.705897083,1e+09,629462.705897083,629462.705897083,629462.705897083,199526231.496888
"Gcdh",251188643.150958,31622776.6016838,794328234.724282,251188643.150958,7943282347.24282,1e+10,398107170.553497,50118723.3627272,1e+09,398107170.553497,398107170.553497,1258925411.79417,1e+09,398107170.553497
"Mrpl51",79432823.4724282,31622776.6016838,15811388.3008419,50118723.3627272,199526231.496888,125892541.179417,398107170.553497,125892541.179417,158489319.246111,251188643.150958,316227766.016838,1e+08,251188643.150958,1e+08
"Hagh",1e+08,39810717.0553497,79432823.4724282,158489319.246111,501187233.627271,501187233.627271,9976311.57484439,9976311.57484439,199526231.496888,251188643.150958,79432823.4724282,19952623.1496888,125892541.179417,316227766.016838
"Mtx1",794328234.724282,501187233.627271,630957344.480194,251188643.150958,1258925411.79417,501187233.627271,316227766.016838,25118864.3150958,1e+09,19952623.1496888,1258925411.79417,398107170.553497,1995262314.96888,794328234.724282
"Fars2",15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,31622776.6016838,15811388.3008419,63095734.4480193,31622776.6016838,50118723.3627272,125892541.179417
"Cbr4",1258925411.79417,1258925411.79417,1584893192.46111,794328234.724282,2511886431.50958,3981071705.53497,1258925411.79417,199526231.496888,1258925411.79417,316227766.016838,794328234.724282,398107170.553497,1584893192.46111,1995262314.96888
"Mrpl32",50118723.3627272,2505936.16813636,50118723.3627272,12589254.1179417,2505936.16813636,1e+08,15848931.9246111,5011872.33627272,63095734.4480193,1e+08,199526231.496888,19952623.1496888,199526231.496888,199526231.496888
"2310061I04Rik",1e+09,794328234.724282,1258925411.79417,630957344.480194,158489319.246111,50118723.3627272,63095734.4480193,125892541.179417,125892541.179417,39810717.0553497,158489319.246111,63095734.4480193,39810717.0553497,158489319.246111
"Fdx2",199526231.496888,1e+08,1e+08,50118723.3627272,3971641.17362141,50118723.3627272,3971641.17362141,7943282.34724282,125892541.179417,3971641.17362141,63095734.4480193,19952623.1496888,79432823.4724282,125892541.179417
"mt-Co2",39810717055.3497,31622776601.6838,50118723362.7271,31622776601.6838,50118723362.7271,25118864315.0958,50118723362.7271,7943282347.24282,19952623149.6888,31622776601.6838,39810717055.3497,25118864315.0958,19952623149.6888,1e+10
"mt-Atp6",1258925411.79417,794328234.724282,1584893192.46111,63095734.4480193,398107170.553497,158489319.246111,316227766.016838,1258925411.79417,199526231.496888,501187233.627271,158489319.246111,251188643.150958,158489319.246111,199526231.496888
"Trap1",2511886431.50958,1e+09,3162277660.16838,3162277660.16838,25118864315.0958,1e+10,1e+09,1995262314.96888,12589254117.9417,7943282347.24282,12589254117.9417,2511886431.50958,1e+10,5011872336.27271
"Gpd2",15848931924.6111,6309573444.80194,12589254117.9417,12589254117.9417,7943282347.24282,3981071705.53497,1990535852.76748,19952623149.6888,19952623149.6888,12589254117.9417,6309573444.80194,7943282347.24282,5011872336.27271,7943282347.24282
"Abcb7",1e+09,630957344.480194,1e+09,630957344.480194,630957344.480194,398107170.553497,15848931.9246111,794328234.724282,1e+08,501187233.627271,501187233.627271,158489319.246111,158489319.246111,31622776.6016838
