"Gene","Cerebrum","Cerebellum","Brainstem","Spinal cord","Kidney","Liver","Heart","Skeletal muscle","Adipose","Small intestine","Large intestine","Stomach","Placenta","Testis"
"Aldh7a1",199526231.496888,1e+08,398107170.553497,199526231.496888,1e+10,1e+10,5e+06,5e+06,794328234.724282,501187233.627271,1e+07,398107170.553497,3981071705.53497,2511886431.50958
"Chchd7",6309573.44480193,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,199526231.496888,3154786.72240097,3154786.72240097,25118864.3150958,15848931.9246111
"Pdpr",794328234.724282,1e+09,1584893192.46111,398107170.553497,31547867.2240096,31547867.2240096,1e+08,5011872336.27271,251188643.150958,31547867.2240096,630957344.480194,199526231.496888,63095734.4480193,2511886431.50958
"Nln",158489319.246111,125892541.179417,50118723.3627272,158489319.246111,158489319.246111,39810717.0553497,3154786.72240097,6309573.44480193,1e+09,199526231.496888,501187233.627271,50118723.3627272,251188643.150958,794328234.724282
"Ndufaf2",1584893192.46111,630957344.480194,1995262314.96888,1584893192.46111,794328234.724282,630957344.480194,398107170.553497,63095734.4480193,794328234.724282,158489319.246111,1584893192.46111,199526231.496888,630957344.480194,1995262314.96888
"Fastkd2",5e+06,5e+06,5e+06,5e+06,5e+06,5e+06,5e+06,19952623.1496888,25118864.3150958,63095734.4480193,1e+07,5e+06,50118723.3627272,158489319.246111
"Dcakd",125892541.179417,125892541.179417,125892541.179417,1e+08,50118723.3627272,79432823.4724282,794328234.724282,25118864.3150958,1e+08,15848931.9246111,251188643.150958,1e+07,1995262314.96888,199526231.496888
"Sdr39u1",501187233.627271,158489319.246111,501187233.627271,1258925411.79417,1995262314.96888,39716411.7362141,794328234.724282,79432823.4724282,794328234.724282,398107170.553497,501187233.627271,251188643.150958,630957344.480194,1995262314.96888
"Gars",25118864.3150958,63095734.4480193,125892541.179417,199526231.496888,3971641.17362141,316227766.016838,3971641.17362141,12589254.1179417,1e+07,19952623.1496888,125892541.179417,7943282.34724282,316227766.016838,31622776.6016838
"Uqcr11",501187233.627271,501187233.627271,794328234.724282,158489319.246111,630957344.480194,251188643.150958,199526231.496888,39716411.7362141,398107170.553497,1258925411.79417,39716411.7362141,630957344.480194,79432823.4724282,630957344.480194
"Ears2",9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,50118723.3627272,9976311.57484439,19952623.1496888,9976311.57484439,125892541.179417,9976311.57484439
"Cox6b2",2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,5011872336.27271
"Timm10b",158489319.246111,1e+08,125892541.179417,79432823.4724282,79432823.4724282,6309573.44480193,1e+06,5e+05,39810717.0553497,5e+05,50118723.3627272,6309573.44480193,25118864.3150958,79432823.4724282
"Atpaf1",25118864.3150958,6294627.05897083,19952623.1496888,199526231.496888,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,39810717.0553497,12589254.1179417,31622776.6016838,6294627.05897083,79432823.4724282,79432823.4724282
"Sfxn3",1e+10,6309573444.80194,5011872336.27271,7943282347.24282,1584893192.46111,794328234.724282,31547867.2240096,63095734.4480193,3162277660.16838,1e+09,2511886431.50958,6309573444.80194,1e+10,7943282347.24282
"Abcd2",397164117.362141,397164117.362141,397164117.362141,397164117.362141,397164117.362141,397164117.362141,397164117.362141,397164117.362141,794328234.724282,397164117.362141,397164117.362141,397164117.362141,397164117.362141,397164117.362141
"Sqor",19905358.5276748,19905358.5276748,19905358.5276748,39810717.0553497,3981071705.53497,1e+09,125892541.179417,251188643.150958,1584893192.46111,12589254117.9417,25118864315.0958,1995262314.96888,1e+10,1e+09
"Sirt5",39810717.0553497,7924465.96230557,63095734.4480193,50118723.3627272,7924465.96230557,25118864.3150958,1e+08,7924465.96230557,39810717.0553497,7924465.96230557,79432823.4724282,15848931.9246111,7924465.96230557,7924465.96230557
"Nudt13",2505936.16813636,5011872.33627272,31622776.6016838,2505936.16813636,2505936.16813636,2505936.16813636,125892541.179417,31622776.6016838,398107170.553497,15848931.9246111,50118723.3627272,12589254.1179417,39810717.0553497,2505936.16813636
"Acad11",50000,50000,50000,1e+05,12589254117.9417,1e+10,50000,50000,501187233.627271,50000,50000,50000,50000,50000
"Ppox",25118864.3150958,5e+06,5e+06,1e+07,5e+06,31622776.6016838,5e+06,5e+06,79432823.4724282,79432823.4724282,39810717.0553497,25118864.3150958,199526231.496888,39810717.0553497
"D2hgdh",6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,25118864.3150958,6294627.05897083,12589254.1179417,6294627.05897083,6294627.05897083,6294627.05897083
"Diablo",1e+08,1e+08,251188643.150958,50118723.3627272,9976311.57484439,39810717.0553497,19952623.1496888,31622776.6016838,1e+08,63095734.4480193,158489319.246111,63095734.4480193,501187233.627271,15848931924.6111
"Slc25a45",1581138.83008419,1581138.83008419,1581138.83008419,1581138.83008419,1581138.83008419,158489319.246111,1581138.83008419,1581138.83008419,3162277.66016838,2511886431.50958,1581138.83008419,12589254.1179417,7943282.34724282,1995262314.96888
"Ttc19",63095734.4480193,15848931.9246111,1990535.85276748,7943282.34724282,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,3981071.70553497,1990535.85276748,15848931.9246111,7943282.34724282,1990535.85276748,50118723.3627272
"Agxt",2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,5011872336.27271,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636
"Dglucy",3162277.66016838,12589254.1179417,158489319.246111,316227766.016838,6309573444.80194,1e+09,501187233.627271,316227766.016838,1584893192.46111,1584893192.46111,794328234.724282,630957344.480194,31622776.6016838,25118864.3150958
"mt-Co1",2511886431.50958,1995262314.96888,3162277660.16838,251188643.150958,1e+09,630957344.480194,794328234.724282,3981071705.53497,630957344.480194,1995262314.96888,1258925411.79417,1258925411.79417,794328234.724282,1e+09
"Endog",398107170.553497,158489319.246111,501187233.627271,398107170.553497,1e+08,1258925411.79417,125892541.179417,31622776.6016838,79432823.4724282,501187233.627271,316227766.016838,125892541.179417,630957344.480194,39810717.0553497
"Fam162a",2511886431.50958,1258925411.79417,2511886431.50958,1584893192.46111,630957344.480194,1584893192.46111,1258925411.79417,316227766.016838,794328234.724282,1258925411.79417,6309573444.80194,1584893192.46111,5011872336.27271,2511886431.50958
"Atp5j2",12589254117.9417,15848931924.6111,25118864315.0958,5011872336.27271,39810717055.3497,1e+10,12589254117.9417,2511886431.50958,7943282347.24282,12589254117.9417,12589254117.9417,12589254117.9417,7943282347.24282,1995262314.96888
"Gls2",630957344.480194,158489319.246111,316227766.016838,158489319.246111,6294627.05897083,3162277660.16838,6294627.05897083,12589254.1179417,6294627.05897083,15848931.9246111,25118864.3150958,6294627.05897083,6294627.05897083,6294627.05897083
"Timmdc1",125892541.179417,125892541.179417,251188643.150958,79432823.4724282,2505936.16813636,63095734.4480193,1e+08,5011872.33627272,39810717.0553497,25118864.3150958,1e+08,39810717.0553497,1e+08,7943282.34724282
"Mrps33",125892541.179417,125892541.179417,158489319.246111,39810717.0553497,158489319.246111,158489319.246111,5e+06,1e+07,79432823.4724282,199526231.496888,251188643.150958,50118723.3627272,158489319.246111,125892541.179417
"Tfam",2511886431.50958,794328234.724282,2511886431.50958,1584893192.46111,1995262314.96888,1584893192.46111,794328234.724282,1e+08,794328234.724282,501187233.627271,1995262314.96888,316227766.016838,1258925411.79417,501187233.627271
"Ecsit",15811388.3008419,15811388.3008419,31622776.6016838,63095734.4480193,158489319.246111,15811388.3008419,15811388.3008419,63095734.4480193,79432823.4724282,1e+08,1e+08,1e+08,125892541.179417,50118723.3627272
"Mrs2",158489319.246111,1e+08,398107170.553497,125892541.179417,9976311.57484439,9976311.57484439,9976311.57484439,39810717.0553497,9976311.57484439,63095734.4480193,79432823.4724282,63095734.4480193,50118723.3627272,19952623.1496888
"Abcb6",5011872.33627272,2505936.16813636,63095734.4480193,2505936.16813636,2505936.16813636,50118723.3627272,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,31622776.6016838,6309573.44480193,1e+08,630957344.480194
"Mtfr1l",39810717.0553497,158489319.246111,398107170.553497,6309573.44480193,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,19952623.1496888,79432823.4724282
"Lap3",1e+08,25118864.3150958,125892541.179417,50118723.3627272,1258925411.79417,794328234.724282,158489319.246111,158489319.246111,1584893192.46111,1584893192.46111,251188643.150958,251188643.150958,2511886431.50958,1e+09
"Acsf2",1995262314.96888,1258925411.79417,3981071705.53497,7943282347.24282,316227766.016838,31622776601.6838,199526231.496888,99763115.7484441,5011872336.27271,3162277660.16838,50118723362.7271,3981071705.53497,6309573444.80194,7943282347.24282
"Gpt2",6309573.44480193,3154786.72240097,25118864.3150958,3154786.72240097,3154786.72240097,1584893192.46111,3154786.72240097,199526231.496888,1995262314.96888,3154786.72240097,3154786.72240097,1e+09,251188643.150958,1995262314.96888
"Grhpr",39810717.0553497,19952623.1496888,630957344.480194,31622776.6016838,2511886431.50958,501187233.627271,63095734.4480193,158489319.246111,1e+09,9976311.57484439,125892541.179417,199526231.496888,794328234.724282,501187233.627271
"Stom",3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,7943282.34724282,3971641.17362141,3971641.17362141,3971641.17362141,1258925411.79417,1e+08
"Glod4",316227766.016838,79432823.4724282,199526231.496888,199526231.496888,398107170.553497,199526231.496888,251188643.150958,39716411.7362141,794328234.724282,251188643.150958,794328234.724282,398107170.553497,794328234.724282,199526231.496888
"Tomm6",125892541.179417,31622776.6016838,39810717.0553497,50118723.3627272,15811388.3008419,31622776.6016838,1e+08,15811388.3008419,125892541.179417,1e+08,199526231.496888,39810717.0553497,398107170.553497,63095734.4480193
"Mrps36",1258925411.79417,794328234.724282,1995262314.96888,794328234.724282,3162277660.16838,1e+09,630957344.480194,630957344.480194,1995262314.96888,398107170.553497,1584893192.46111,630957344.480194,1995262314.96888,1e+09
"Tmem65",3162277660.16838,1995262314.96888,5011872336.27271,1258925411.79417,199526231.496888,12559432.1575479,316227766.016838,1e+08,398107170.553497,158489319.246111,199526231.496888,25118864.3150958,316227766.016838,199526231.496888
"Tomm70a",1e+10,5011872336.27271,7943282347.24282,5011872336.27271,501187233.627271,630957344.480194,99763115.7484441,199526231.496888,1258925411.79417,99763115.7484441,2511886431.50958,630957344.480194,1995262314.96888,3981071705.53497
"Fhit",125892541.179417,125892541.179417,158489319.246111,1e+08,501187233.627271,158489319.246111,7924465.96230557,7924465.96230557,316227766.016838,15848931.9246111,501187233.627271,15848931.9246111,39810717.0553497,79432823.4724282
"Mocs1",19952623.1496888,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,794328234.724282,9976311.57484439,9976311.57484439,316227766.016838,316227766.016838,125892541.179417,25118864.3150958,251188643.150958,9976311.57484439
"Aldh1l1",2511886.43150958,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,398107170.553497,1255943.21575479,1255943.21575479,1255943.21575479,50118723.3627272,19952623.1496888,251188643.150958,125892541.179417,15848931.9246111
"Rfk",2505936.16813636,2505936.16813636,5011872.33627272,12589254.1179417,63095734.4480193,2505936.16813636,2505936.16813636,2505936.16813636,6309573.44480193,158489319.246111,251188643.150958,2505936.16813636,2505936.16813636,2505936.16813636
"Dhrs1",251188643.150958,63095734.4480193,199526231.496888,501187233.627271,398107170.553497,316227766.016838,9976311.57484439,9976311.57484439,125892541.179417,794328234.724282,79432823.4724282,19952623.1496888,316227766.016838,398107170.553497
"Polg",19952623.1496888,79432823.4724282,792446.596230557,19952623.1496888,792446.596230557,1584893.19246111,792446.596230557,792446.596230557,63095734.4480193,792446.596230557,39810717.0553497,792446.596230557,19952623.1496888,125892541.179417
"Prelid3a",316227766.016838,1e+08,25059361.6813636,50118723.3627272,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636
"Timm8a2",158489319.246111,199526231.496888,501187233.627271,251188643.150958,251188643.150958,630957344.480194,1e+07,12589254.1179417,251188643.150958,501187233.627271,251188643.150958,199526231.496888,199526231.496888,398107170.553497
"Slc25a14",1e+08,79432823.4724282,50118723.3627272,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,3154786.72240097,6309573.44480193,50118723.3627272
"Rhot1",1584893192.46111,794328234.724282,1e+09,794328234.724282,794328234.724282,125892541.179417,501187233.627271,50118723.3627272,630957344.480194,63095734.4480193,501187233.627271,316227766.016838,501187233.627271,794328234.724282
"Gpx1",398107170.553497,251188643.150958,79432823.4724282,251188643.150958,1e+10,12589254117.9417,39716411.7362141,39716411.7362141,1995262314.96888,630957344.480194,794328234.724282,794328234.724282,794328234.724282,158489319.246111
"Slc25a46",125892541.179417,12559432.1575479,12559432.1575479,79432823.4724282,12559432.1575479,12559432.1575479,12559432.1575479,12559432.1575479,25118864.3150958,12559432.1575479,12559432.1575479,12559432.1575479,79432823.4724282,12559432.1575479
"mt-Nd5",3981071705.53497,6309573444.80194,1e+10,1e+09,6309573444.80194,1258925411.79417,2511886431.50958,7943282347.24282,1584893192.46111,3162277660.16838,1995262314.96888,3981071705.53497,1584893192.46111,1e+09
"mt-Nd4",7943282347.24282,7943282347.24282,1e+10,1584893192.46111,1e+10,3162277660.16838,1995262314.96888,12589254117.9417,1995262314.96888,3981071705.53497,3981071705.53497,6309573444.80194,2511886431.50958,1995262314.96888
"mt-Nd2",794328234.724282,630957344.480194,1e+09,1e+08,39716411.7362141,316227766.016838,1e+08,2511886431.50958,398107170.553497,501187233.627271,794328234.724282,794328234.724282,158489319.246111,79432823.4724282
"Tstd3",79432823.4724282,79432823.4724282,1e+08,79432823.4724282,125892541.179417,125892541.179417,3971641.17362141,3971641.17362141,39810717.0553497,158489319.246111,1e+08,7943282.34724282,79432823.4724282,19952623.1496888
"Slc25a32",7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,15848931.9246111,7924465.96230557,7924465.96230557,7924465.96230557,25118864.3150958,7924465.96230557
"Mcu",1258925411.79417,794328234.724282,398107170.553497,794328234.724282,15811388.3008419,39810717.0553497,15811388.3008419,31622776.6016838,251188643.150958,6309573444.80194,3981071705.53497,501187233.627271,1995262314.96888,15811388.3008419
"Nipsnap1",12589254117.9417,6309573444.80194,1e+10,3981071705.53497,3981071705.53497,19952623149.6888,1e+09,19952623.1496888,794328234.724282,630957344.480194,1995262314.96888,158489319.246111,1584893192.46111,398107170.553497
"Pdp2",62946270.5897083,62946270.5897083,62946270.5897083,62946270.5897083,62946270.5897083,62946270.5897083,62946270.5897083,62946270.5897083,125892541.179417,62946270.5897083,62946270.5897083,62946270.5897083,62946270.5897083,62946270.5897083
"Lypla1",398107170.553497,251188643.150958,794328234.724282,630957344.480194,3981071705.53497,1258925411.79417,316227766.016838,50118723.3627272,316227766.016838,501187233.627271,630957344.480194,398107170.553497,398107170.553497,158489319.246111
